,0,1,2
0,0.1111111111111111,0.1111111111111111,-1.880274410362535e-11
1,0.2222222222222222,0.1111111111111111,-5.746533535058216e-11
2,0.3333333333333333,0.1111111111111111,-1.6958041976118337e-10
3,0.4444444444444444,0.1111111111111111,-4.782035025073719e-10
4,0.5555555555555556,0.1111111111111111,-1.4918820595674454e-09
5,0.6666666666666666,0.1111111111111111,-1.856844232218033e-09
6,0.7777777777777777,0.1111111111111111,1.5583737611084643e-10
7,0.8888888888888888,0.1111111111111111,1.8567617083444695e-10
8,0.1111111111111111,0.2222222222222222,1.0553117006045133e-10
9,0.2222222222222222,0.2222222222222222,2.6453216878037643e-10
10,0.3333333333333333,0.2222222222222222,5.740278285082436e-10
11,0.4444444444444444,0.2222222222222222,2.6094166591160747e-09
12,0.5555555555555556,0.2222222222222222,1.0826598583333177e-08
13,0.6666666666666666,0.2222222222222222,2.9587157240526016e-08
14,0.7777777777777777,0.2222222222222222,2.5796123408582586e-08
15,0.8888888888888888,0.2222222222222222,2.078667745239947e-09
16,0.1111111111111111,0.3333333333333333,2.1417865021099417e-10
17,0.2222222222222222,0.3333333333333333,1.6228785250576287e-09
18,0.3333333333333333,0.3333333333333333,8.367227930701786e-09
19,0.4444444444444444,0.3333333333333333,1.3690890371527259e-08
20,0.5555555555555556,0.3333333333333333,4.992486222715983e-09
21,0.6666666666666666,0.3333333333333333,7.818980074171205e-08
22,0.7777777777777777,0.3333333333333333,1.136459540785717e-09
23,0.8888888888888888,0.3333333333333333,-4.9704656886908516e-08
24,0.1111111111111111,0.4444444444444444,-6.2254364121092124e-09
25,0.2222222222222222,0.4444444444444444,-1.939593290845328e-08
26,0.3333333333333333,0.4444444444444444,-6.968254033010697e-08
27,0.4444444444444444,0.4444444444444444,-2.9009810645622883e-07
28,0.5555555555555556,0.4444444444444444,-5.920196187457415e-07
29,0.6666666666666666,0.4444444444444444,-1.7313034599624403e-06
30,0.7777777777777777,0.4444444444444444,-3.794091974950018e-06
31,0.8888888888888888,0.4444444444444444,-6.744329122830083e-07
32,0.1111111111111111,0.5555555555555556,2.3222840492186263e-08
33,0.2222222222222222,0.5555555555555556,2.9657698744701437e-08
34,0.3333333333333333,0.5555555555555556,6.971688003914625e-08
35,0.4444444444444444,0.5555555555555556,7.320268682009649e-07
36,0.5555555555555556,0.5555555555555556,3.333137436595468e-06
37,0.6666666666666666,0.5555555555555556,4.771157204829254e-06
38,0.7777777777777777,0.5555555555555556,1.0538252969466685e-05
39,0.8888888888888888,0.5555555555555556,2.11647989620642e-05
40,0.1111111111111111,0.6666666666666666,1.836218619011675e-07
41,0.2222222222222222,0.6666666666666666,8.970789467013311e-07
42,0.3333333333333333,0.6666666666666666,2.9188265213878825e-06
43,0.4444444444444444,0.6666666666666666,5.83981523270132e-06
44,0.5555555555555556,0.6666666666666666,1.1517633094970193e-05
45,0.6666666666666666,0.6666666666666666,6.816382273801405e-05
46,0.7777777777777777,0.6666666666666666,0.00024353198515718736
47,0.8888888888888888,0.6666666666666666,6.235509239753635e-05
48,0.1111111111111111,0.7777777777777777,-1.8454024056682974e-06
49,0.2222222222222222,0.7777777777777777,-6.791345086788448e-06
50,0.3333333333333333,0.7777777777777777,-2.2211749498730977e-05
51,0.4444444444444444,0.7777777777777777,-6.615054791065072e-05
52,0.5555555555555556,0.7777777777777777,-0.00020058405365355793
53,0.6666666666666666,0.7777777777777777,-0.0005911292872274796
54,0.7777777777777777,0.7777777777777777,-0.002095845816448771
55,0.8888888888888888,0.7777777777777777,-0.0036445307788489666
56,0.1111111111111111,0.8888888888888888,7.518650884735752e-07
57,0.2222222222222222,0.8888888888888888,-9.521865884555318e-06
58,0.3333333333333333,0.8888888888888888,-5.64551819202964e-05
59,0.4444444444444444,0.8888888888888888,-4.34118644125019e-05
60,0.5555555555555556,0.8888888888888888,0.00044412184481922766
61,0.6666666666666666,0.8888888888888888,-0.00017448034179437955
62,0.7777777777777777,0.8888888888888888,-0.0038578188390483103
63,0.8888888888888888,0.8888888888888888,-0.01315656733431505
